date_opened,conditionId,outcome,title,entry_price,backers_at_entry,size_flat,size_kelly_eur,status,date_closed,exit_price,exit_type,ret,mark_price,last_update
2026-07-23,0xbbe121ffa9fc47b8c012bb20bb68ace100fc8358032a423115c2b62d360a9efe,Tampa Bay Rays,Tampa Bay Rays vs. Toronto Blue Jays,0.495,3,1,97.09,CLOSED,2026-07-24,0.0,resolved_loss,-1.0,0.0,2026-07-24
2026-07-23,0x6c8dac2a91bde94f72fb8592279f74d9fb5f70790e7802d873dd43ff1c190feb,Jaime Faria,Estoril Open: Jaime Faria vs Gonzalo Bueno,0.835,2,1,250.0,CLOSED,2026-07-24,1.0,resolved_win,0.1976,1.0,2026-07-24
2026-07-23,0x9345d5142a67f5541264c96515496affee02580f1c572680759eac9fd2a1588a,No,Billionaire one-time wealth tax passes in California election 2026?,0.665,2,1,144.93,CLOSED,2026-07-28,0.655,sharps_left,-0.015,0.665,2026-07-28
2026-07-26,0x5c79dfde05559b79a9cb9f7c4187e4d49632dd042572ae676952f812732591cc,Yes,Strait of Hormuz traffic returns to normal by December 31?,0.565,2,1,112.36,CLOSED,2026-07-28,0.555,sharps_left,-0.0177,0.565,2026-07-28
2026-07-26,0xb5c0abeecb5502e6e8d83155c27819174d8317af3c425c3afc5a8c45257a3793,Yes,Will the Fed increase interest rates by 25 bps after the July 2026 meeting?,0.2085,2,1,62.38,CLOSED,2026-08-01,0.0,resolved_loss,-1.0,0.0,2026-08-01
2026-07-27,0x93198e6e432229049f620ab5b09f33720857c8c637ca8250d0d51df9c69a9047,Tallon Griekspoor,Mubadala Citi DC Open: Alejandro Tabilo vs Tallon Griekspoor,0.59,2,1,119.05,CLOSED,2026-07-28,0.0,resolved_loss,-1.0,0.0,2026-07-28
2026-07-27,0x58bc693a4d85321b130b3047fb11266fab6410aaf878d79f983164689201c7ef,Jan Kumstat,Liberec: Zdenek Kolar vs Jan Kumstat,0.56,2,1,111.11,CLOSED,2026-07-28,1.0,resolved_win,0.7857,1.0,2026-07-28
2026-07-27,0x12dc2b61723b2a54fc1947a307389b5f32038e7a29a0e936ad1fe410b969d06a,Yes,Will Harry Kane win the 2026 Ballon d'Or?,0.464,2,1,91.58,CLOSED,2026-08-22,0.6255,sharps_left,0.3481,0.6355,2026-08-22
2026-07-28,0x5428aa81f6377d5fe8c8df2ef7b861c9f1ef67b23b77e725acf499b44217f3e6,Cleveland Guardians,Cleveland Guardians vs. Cincinnati Reds,0.425,2,1,85.47,CLOSED,2026-08-01,1.0,resolved_win,1.3529,1.0,2026-08-01
2026-07-28,0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,Yes,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,0.1365,2,1,57.24,CLOSED,2026-09-03,0.1895,sharps_left,0.3883,0.1995,2026-09-03
2026-07-28,0xb9964455da327a8f654dc23cd82dbc8d9985a8a5c57cf81b9b942ba760fd8106,Kristina Liutova,The Memphis Classic: Ekaterina Alexandrova vs Kristina Liutova,0.175,2,1,59.88,CLOSED,2026-08-01,1.0,resolved_win,4.7143,1.0,2026-08-01
2026-08-01,0x0bbc63372aaf0867db23fc361b4e37f7d3125c7acef6cc8e2d5ce40f65b7e523,Boston Red Sox,Boston Red Sox vs. New York Yankees,0.525,2,1,103.09,CLOSED,2026-08-07,0.535,sharps_left,0.019,0.545,2026-08-07
2026-08-02,0xd73b81755d573d5abb591ab049ef6a5c535833296e8b1d3573558b6d12d686fe,Yes,Will Vancouver Whitecaps FC win on 2026-07-16?,0.375,4,1,78.74,CLOSED,2026-09-01,0.34,sharps_left,-0.0933,0.35,2026-09-01
2026-08-02,0x3067956b2ba9c89410af18b394474041581f3771150304966355fc550ffe195a,Gonzalo Bueno,Liberec: Jan Kumstat vs Gonzalo Bueno,0.455,3,1,90.09,CLOSED,2026-08-03,0.0,resolved_loss,-1.0,0.0,2026-08-03
2026-08-02,0x016602d116e9f23e24a554835130f29e68cc7f82a3013f3c50a2ce862a2bdfd6,No,Will Chicago Fire FC win on 2026-07-16?,0.6325,2,1,132.45,CLOSED,2026-08-06,0.655,sharps_left,0.0356,0.665,2026-08-06
2026-08-02,0xc41c5deda6340c89b99d92b441936312850a3d0d9696ad8d67eceef2614a1c86,Over,Chicago Fire FC vs. Vancouver Whitecaps FC: O/U 3.5,0.315,2,1,71.94,CLOSED,2026-08-06,0.3,sharps_left,-0.0476,0.31,2026-08-06
2026-08-02,0x3ebb3d62e20300aec0695e28d34ace145882b9ccae7af182103a24361f5c5db6,No,Exact Score: Chicago Fire FC 2 - 1 Vancouver Whitecaps FC?,0.8105,2,1,250.0,CLOSED,2026-08-06,0.8675,sharps_left,0.0703,0.8775,2026-08-06
2026-08-02,0x3c76ea2c99671e6574bab2ab04328cdb2bcf1ff70fde450e711ed0bb45bf5dd7,No,Will Chicago Fire FC vs. Vancouver Whitecaps FC end in a draw?,0.78,2,1,217.39,CLOSED,2026-08-06,0.775,sharps_left,-0.0064,0.785,2026-08-06
2026-08-02,0xf44cf137562b90cf6205e0b81a03aa63001c491e4d8f04c0098bfb9233f9d04f,No,Will Philadelphia 76ers win the 2027 NBA Finals?,0.8735,3,1,250.0,CLOSED,2026-08-06,0.857,sharps_left,-0.0189,0.867,2026-08-06
2026-08-02,0x2308d78dccdf19bf2a66acc8af60dfc3a435e7f55482a651e602658e354aac6f,San Francisco Giants,San Francisco Giants vs. Atlanta Braves,0.465,2,1,91.74,CLOSED,2026-08-04,0.445,sharps_left,-0.043,0.455,2026-08-04
2026-08-02,0xd1e93b3af50b6218aaf8ac710eef6dce437a93aad52cedacfbc0a45f36b5d7cd,Yes,Will New England Revolution vs. Houston Dynamo end in a draw?,0.285,2,1,68.97,CLOSED,2026-08-04,0.265,sharps_left,-0.0702,0.275,2026-08-04
2026-08-02,0x2053d8515f1b8cbeea4ccdb56e60e89c2617e43a8660d95166b8e71d27865277,Yes,Will Marco Rubio win the 2028 US Presidential Election?,0.1375,4,1,57.31,CLOSED,2026-09-01,0.0935,sharps_left,-0.32,0.1035,2026-09-01
2026-08-02,0x0f49db97f71c68b1e42a6d16e3de93d85dbf7d4148e3f018eb79e88554be9f75,Yes,Will Gavin Newsom win the 2028 Democratic presidential nomination?,0.2015,4,1,61.84,CLOSED,2026-09-03,0.1315,sharps_left,-0.3474,0.1415,2026-09-03
2026-08-02,0x1e5204036bd51e6ca0e0da6221319c5839bd9940782adc6d0f6fa703aa8a3bf4,Yes,Will Hamas agree to disarm by December 31?,0.665,5,1,144.93,OPEN,,,,,0.225,2026-09-04
2026-08-02,0x876506d8b2bd7a0d3fa4fe18c024eee6e1dd81ee24c26795dadd6cfe4a7b5d0d,No,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0.425,2,1,85.47,CLOSED,2026-08-07,0.655,sharps_left,0.5412,0.665,2026-08-07
2026-08-02,0x741bb46008b72234857c5118c8365ab3c2f69dbf28b30b59de04f173b8a778de,Yes,Will Dan Sullivan win the Alaska Senate race in 2026?,0.455,2,1,90.09,CLOSED,2026-08-08,0.475,sharps_left,0.044,0.485,2026-08-08
2026-08-02,0x86e8f678e6cebb9596ffbb5a736b2ff9f36b12905d5b65b1556329c28533c7a1,No,Will Manchester City win the 2026-27 English Premier League (EPL) Championship?,0.715,2,1,169.49,CLOSED,2026-08-16,0.735,sharps_left,0.028,0.745,2026-08-16
2026-08-02,0xead958c3c7b6843fe15731812a148ee5bd69665b5ae58365d4ccfcc8f20d14e8,Yes,Foreign intervention in Gaza by December 31?,0.6,2,1,121.95,CLOSED,2026-08-06,0.325,sharps_left,-0.4583,0.335,2026-08-06
2026-08-02,0x3e0845c4736ae232c57b347d05f6145650416dfd3adb0fa5d7ddd335c64a84ca,No,Will Iran withdraw from the NPT before 2027?,0.8465,2,1,250.0,CLOSED,2026-08-16,0.889,sharps_left,0.0502,0.899,2026-08-16
2026-08-02,0x95783b62c693ea42d8613482a625828fc14a288e8e8440b974c54d42f4ffd04b,No,Israel and Saudi Arabia normalize relations before 2027?,0.885,2,1,250.0,CLOSED,2026-08-16,0.92,sharps_left,0.0395,0.93,2026-08-16
2026-08-02,0xbdc0827c873d1c3c538e549ab94c77829f7e40fd3376b25164c0279f744a87bc,Yes,"US x Iran diplomatic meeting by August 31, 2026?",0.52,2,1,102.04,CLOSED,2026-08-04,0.395,sharps_left,-0.2404,0.405,2026-08-04
2026-08-02,0x23667427b34ca1c7144d50540beba9e7ffb608443a84252c194bb8b40919a0cb,Yes,"US-Iran Final Nuclear Deal by September 30, 2026?",0.135,2,1,57.14,CLOSED,2026-08-03,0.135,sharps_left,0.0,0.145,2026-08-03
2026-08-02,0x7f0d84b155c484b801f2cba68eb0f9ef8b2a0a54b7e6bb0fa53a1778964f53fd,Yes,"US x Iran diplomatic meeting by August 15, 2026?",0.28,2,1,68.49,CLOSED,2026-08-06,0.195,sharps_left,-0.3036,0.205,2026-08-06
2026-08-02,0xf2bf04609e7458df56c9bb4b1e051286dea11da1c944bbc1dafbcc6b76904e52,Yes,"NATO x Russia military clash by December 31, 2026?",0.27,2,1,67.57,CLOSED,2026-08-16,0.205,sharps_left,-0.2407,0.215,2026-08-16
2026-08-02,0x15d2e66dcf1d63c5695d6d0e9e2f8e06dd246d00fd5dfc254f2b22baa33bfa1b,No,Mitch McConnell steps down from Senate before his term ends?,0.665,4,1,144.93,OPEN,,,,,0.855,2026-09-04
2026-08-02,0x4219333003bec448d39151bfe3ea3d6fa91f15bedf23c3f26e28d304be5c893a,Yes,Mojtaba Khamenei seen in public by September 30?,0.14,2,1,57.47,CLOSED,2026-08-06,0.105,sharps_left,-0.25,0.115,2026-08-06
2026-08-02,0x840fe2606472a13ee62e3009a360af8be2576cd1d9dbcda8749e89eed5d02a98,No,Will Trump visit Greenland by December 31?,0.86,2,1,250.0,CLOSED,2026-08-24,0.875,sharps_left,0.0174,0.885,2026-08-24
2026-08-02,0x307a1ed89d60b61002dd5bbf00e1408c5ed2ab3fcdb056191ca7ef9bc34d38f3,Yes,Will the Democratic Party control the Senate after the 2026 Midterm elections?,0.455,3,1,90.09,CLOSED,2026-09-02,0.505,sharps_left,0.1099,0.515,2026-09-02
2026-08-02,0xd8659b58a90d0d69fb1170f25b2b896871a1328115fd11c6f4cfe2b01a2a8ba0,No,Bab el-Mandeb Strait effectively closed by December 31?,0.835,5,1,250.0,CLOSED,2026-09-01,0.825,sharps_left,-0.012,0.835,2026-09-01
2026-08-02,0x6114306f724135bd1db2f5f3169386decf18f618653c196ef0a6c1afd27f4c73,Yes,Will Flávio Bolsonaro finish in second place in the first round of the 2026 Brazilian presidential election?,0.815,3,1,250.0,CLOSED,2026-09-01,0.865,sharps_left,0.0613,0.875,2026-09-01
2026-08-02,0xfd2052594f25def40a18550640ee55714e2b45e1302e1ed59a8b96427742992d,Under,Atlanta Braves vs. Chicago White Sox: O/U 8.5,0.385,2,1,80.0,CLOSED,2026-08-07,0.38,sharps_left,-0.013,0.39,2026-08-07
2026-08-02,0xbf08ec6654ade883d96f3e25a5330ccf4aae0d8e9efa690c694305e95738e8a1,No,Iran full airspace closure by August 15?,0.855,2,1,250.0,CLOSED,2026-08-06,0.915,sharps_left,0.0702,0.925,2026-08-06
2026-08-02,0x68818a54ca4c49406bb28ada26ecf9ce732dba21505454ce874e7066da6d788c,Yes,Israel x Iran ceasefire continues through August 9?,0.895,6,1,250.0,CLOSED,2026-08-08,1.0,resolved_win,0.1173,0.99,2026-08-08
2026-08-02,0xcba20965509d04b5f3ae2c51a221747317aff9387c197ca6d5919e85e5a20ee9,Yes,Will Renan Santos finish in third place in the first round of the 2026 Brazilian presidential election?,0.645,2,1,136.99,CLOSED,2026-08-06,0.565,sharps_left,-0.124,0.575,2026-08-06
2026-08-02,0xacb33346b59a2a3770e2391b7d1b0e77d8dcdcf840a66f5fa01d28db43c4e369,No,"Will Ethereum dip to $1,000 by December 31, 2026?",0.875,2,1,250.0,CLOSED,2026-09-01,0.925,sharps_left,0.0571,0.935,2026-09-01
2026-08-02,0xaf8816b7edf779f8f1d5e6882adc8824ba1f418544bec7b697a92e4f2372357d,No,"Will Ethereum reach $3,000 by December 31, 2026?",0.835,2,1,250.0,CLOSED,2026-09-01,0.515,sharps_left,-0.3832,0.525,2026-09-01
2026-08-02,0x42945ea5657d6f6e77969a06661b29d6f6295083d1ef3479b42efd90647c9dfc,No,"Will Ethereum reach $3,500 by December 31, 2026?",0.91,2,1,250.0,CLOSED,2026-09-01,0.745,sharps_left,-0.1813,0.755,2026-09-01
2026-08-02,0x70fe683f3971e3b87a491a591174dc09222b84d6ecf53600083f201f9bf748a6,Gael Monfils,Canadian Open: Kamil Majchrzak vs Gael Monfils,0.275,2,1,68.03,CLOSED,2026-08-04,1.0,resolved_win,2.6364,1.0,2026-08-04
2026-08-02,0x5e35056cda3e357545dda3ccff224b4e9b752085611f1cd599b6c0c477fd0641,Mariano Navone,Canadian Open: Matteo Berrettini vs Mariano Navone,0.385,2,1,80.0,CLOSED,2026-08-04,1.0,resolved_win,1.5974,1.0,2026-08-04
2026-08-03,0xace4849803c0ed2129612d69996fe53e13a2f6439c6233fd7f101ca26e6e9415,No,Will Houston Dynamo win on 2026-03-07?,0.675,3,1,149.25,CLOSED,2026-08-06,0.655,sharps_left,-0.0296,0.665,2026-08-06
2026-08-03,0x3321ad3c308248d52b322a459808cc716f48cf8c99a4fae9a4503088eb94ffa4,No,Vancouver Whitecaps FC leading at halftime?,0.73,2,1,178.57,CLOSED,2026-08-06,0.71,sharps_left,-0.0274,0.72,2026-08-06
2026-08-03,0xbf49e98d47f0506d0cd07f07a9308711752f869ee10a0b7598b013b947fea503,Atlanta Braves,Spread: Atlanta Braves (-1.5),0.2949,2,1,69.92,CLOSED,2026-08-06,0.285,sharps_left,-0.0336,0.295,2026-08-06
2026-08-03,0x9ff4564352afcc3da71f0ad7ad3bdb19e69c1309c45520f8557f46bb85d351d0,Over,Chicago Fire FC vs. Vancouver Whitecaps FC: O/U 4.5,0.275,2,1,68.03,CLOSED,2026-08-06,0.385,sharps_left,0.4,0.395,2026-08-06
2026-08-03,0x02bf8e9941392b30793bc025df6a580a8d11430bb22a3288bcf351230722b5da,Yulia Putintseva,National Bank Open: Yulia Putintseva vs Shuai Zhang,0.655,2,1,140.85,CLOSED,2026-08-04,0.0,resolved_loss,-1.0,0.0,2026-08-04
2026-08-03,0xa3b36b2d6104d34af4e6c6215fc818e43352e78a748fbfb0b85e3a35f71dec9a,Yes,Will there be no change in Fed interest rates after the September 2026 meeting?,0.425,2,1,85.47,OPEN,,,,,0.475,2026-09-04
2026-08-03,0x12aa13b3da17ceae1b0a59b5d5b77121e91bb79b4bb0b52bf6543ed3f8d0953b,Yes,Will the Fed increase interest rates by 25 bps after the October 2026 meeting?,0.235,2,1,64.52,CLOSED,2026-08-07,0.225,sharps_left,-0.0426,0.235,2026-08-07
2026-08-03,0x5dc212b712dcf514432221436140eec9717aea8f9fbead457c858d14ee519b90,Yes,"US announces end of Iranian blockade by August 7, 2026?",0.214,4,1,62.81,CLOSED,2026-08-08,0.0,resolved_loss,-1.0,0.0,2026-08-08
2026-08-03,0xb818eb1084fdbc85161dda72c93e1e2da6eb3cc675aa815becb69f45f30683c9,Yes,Iran charges Hormuz fees by October 31?,0.5799,2,1,116.25,CLOSED,2026-08-06,0.345,sharps_left,-0.4051,0.355,2026-08-06
2026-08-03,0x211f2f58d38d8022f3d71a99685ebec3ff12a396118c38e8fb97fdcab53ded1e,No,"Will Bitcoin dip to $60,000 in August?",0.365,2,1,77.52,CLOSED,2026-08-11,0.655,sharps_left,0.7945,0.665,2026-08-11
2026-08-03,0x506a2f7a1aae43e74f04d412afdc5982f669c7274c26463da72c23b28b2a6004,No,Iran full airspace closure by December 31?,0.615,2,1,126.58,CLOSED,2026-08-04,0.62,sharps_left,0.0081,0.63,2026-08-04
2026-08-03,0xcf705b43eaa65c444ffb7c172770e68ee9213660ff12e490f99e5d48e311480d,Luca Van Assche,National Bank Open: Luca Van Assche vs Titouan Droguet,0.525,2,1,103.09,CLOSED,2026-08-04,0.0,resolved_loss,-1.0,0.0,2026-08-04
2026-08-03,0xf9f2cf3fe21c5544b12b98fead60cf1d28f104094418b050e93ab94bcbe632c4,Daniel Altmaier,National Bank Open: Aleksandar Vukic vs Daniel Altmaier,0.405,2,1,82.64,CLOSED,2026-08-04,1.0,resolved_win,1.4691,1.0,2026-08-04
2026-08-03,0xf341710f5236839679babf542b12bb068a063a7ff835e2889aac7bca09651119,Panna Udvardy,National Bank Open: Panna Udvardy vs Eva Lys,0.365,2,1,77.52,CLOSED,2026-08-04,1.0,resolved_win,1.7397,1.0,2026-08-04
2026-08-03,0xec2f2278740a5f62a683ae6fe33960b8368e48bcbb66205987cda5ff09568da4,Taylor Townsend,National Bank Open: Tereza Valentova vs Taylor Townsend,0.3549,2,1,76.32,CLOSED,2026-08-04,1.0,resolved_win,1.8177,1.0,2026-08-04
2026-08-03,0x47056f6a083693b0ac769c1e9354f8e3531cf6923385d85865db316c023bcc87,Corentin Moutet,Canadian Open: Marton Fucsovics vs Corentin Moutet,0.515,2,1,101.01,CLOSED,2026-08-04,1.0,resolved_win,0.9417,1.0,2026-08-04
2026-08-03,0x597a31d2ea14b5b6be68fca1390058c3f2bef2db0196e7576d6999e8bf3353e6,Rebecca Sramkova,National Bank Open: Rebecca Sramkova vs Anna Blinkova,0.435,2,1,86.96,CLOSED,2026-08-04,1.0,resolved_win,1.2989,1.0,2026-08-04
2026-08-03,0x5bfaa680638e8a04342fbf0fc82c5a6978f15d69147d25b6584fbc5538ff5d8f,Draper,Set Handicap: Draper (-1.5) vs Atmane (+1.5),0.465,2,1,91.74,CLOSED,2026-08-04,0.415,sharps_left,-0.1075,0.425,2026-08-04
2026-08-04,0xceb73b756d1dffbb60452a86efbca93efea9453a6f5078b2c8fd49dda3f5ccee,No,Iran charges Hormuz fees by August 31?,0.795,3,1,232.56,CLOSED,2026-08-19,0.885,sharps_left,0.1132,0.895,2026-08-19
2026-08-04,0x0a061d09daa5ac4221fa7ea0d7abf84ab2ac42af0817a001d4c0dd3262be2cd8,Yes,"Will Bitcoin reach $67,500 in August?",0.49,2,1,96.15,CLOSED,2026-08-22,1.0,resolved_win,1.0408,1.0,2026-08-22
2026-08-04,0x56cbe1aaf45f31f392af9917e889b1b22a1a21c5091bda8155428badfc2602b5,Yes,"Will Bitcoin reach $66,000 August 3-9?",0.3,2,1,70.42,CLOSED,2026-08-11,0.0,resolved_loss,-1.0,0.0,2026-08-11
2026-08-04,0x06b0112b047058c0edf4acd1c4109952885fd417a5d6047e8122fcdeba850573,Yes,"Will Bitcoin reach $65,000 in August?",0.8249,2,1,250.0,CLOSED,2026-08-06,1.0,resolved_win,0.2123,1.0,2026-08-06
2026-08-04,0x6b2701a038ab0b200614b8690f9d796921ef12c13574548317ec31d8ddb69783,Yes,Will Solana dip to $70 in August?,0.7049,2,1,163.88,CLOSED,2026-08-11,0.42,sharps_left,-0.4042,0.43,2026-08-11
2026-08-04,0x7586a96520578acaaaa4ea84a2582f197f84255da1f3392a7aa300386c187b37,No,Will Benjamin Netanyahu be the next Prime Minister of Israel?,0.675,2,1,149.25,CLOSED,2026-09-01,0.7,sharps_left,0.037,0.71,2026-09-01
2026-08-04,0x717c526bb6a5946f75423352cdbd0d92ab87651710a7740997126d58b3a7925d,Under,Boston Red Sox vs. New York Yankees: O/U 8.5,0.555,2,1,109.89,CLOSED,2026-08-07,0.625,sharps_left,0.1261,0.635,2026-08-07
2026-08-04,0xcf9e1faca0001ac149077e574198c75e23c4f69c1807e7032d5a1db98582154c,No,Flávio Bolsonaro charged or arrested by September 30?,0.83,2,1,250.0,CLOSED,2026-08-06,0.82,sharps_left,-0.012,0.83,2026-08-06
2026-08-04,0xfaa86e67b1cb844db3f4b2fe417d418dfa615f58d4866af0e63c8b728f9b8c1a,Zachary Svajda,Canadian Open: Zachary Svajda vs Denis Shapovalov,0.455,2,1,90.09,CLOSED,2026-08-06,1.0,resolved_win,1.1978,1.0,2026-08-06
2026-08-06,0xc6a02ae7c024bc8c7fe2c4a4e8c1cfbce91b769f60627aaa868dd5821a4ce0de,Marie Bouzkova,National Bank Open: Marie Bouzkova vs Taylor Townsend,0.155,2,1,58.48,CLOSED,2026-08-06,0.0,resolved_loss,-1.0,0.0,2026-08-06
2026-08-06,0xf7cbf62decfacb83071a4b509793acfe82d30463cfa7b3c4153d0da856f89925,Alejandro Tabilo,National Bank Open: Hubert Hurkacz vs Alejandro Tabilo,0.2175,2,1,63.09,CLOSED,2026-08-06,0.0,resolved_loss,-1.0,0.0,2026-08-06
2026-08-06,0x33becd2f4f3b2b2b810fa1b4d5f92566f13194ee3381655e1b2ebe056714c5dd,Yes,US-Iran Hormuz Agreement by August 31?,0.6675,2,1,145.99,CLOSED,2026-08-07,0.475,sharps_left,-0.2884,0.485,2026-08-07
2026-08-06,0xa08a5ce99e14ce0b22767af6f16c08a2ab012249444c20887193a9a3e98e11fc,Yes,Strait of Hormuz traffic returns to normal by September 30?,0.305,3,1,70.92,CLOSED,2026-08-07,0.265,sharps_left,-0.1311,0.275,2026-08-07
2026-08-06,0xa055e1cf533c2fcb1f1c89c20c41c8aa25526dcf27c3ff6be69c230fd8898282,No,"US announces end of Iranian blockade by August 15, 2026?",0.365,4,1,77.52,CLOSED,2026-08-16,1.0,resolved_win,1.7397,1.0,2026-08-16
2026-08-06,0xe802435286a79c0086810443a824d596619a6f34f901c112f0b70e4e140d6165,Yes,"Iran leadership change by June 30, 2027?",0.235,2,1,64.52,CLOSED,2026-08-11,0.315,sharps_left,0.3404,0.325,2026-08-11
2026-08-06,0x5c19f205507ce03ff5f3be08a8090a5969ea6870cc07b902a4ca2e61dfe48fdd,No,"Russia x Ukraine ceasefire agreement by December 31, 2026?",0.6575,2,1,141.84,CLOSED,2026-09-01,0.8,sharps_left,0.2167,0.81,2026-09-01
2026-08-06,0x766996108017c3b6452c23db79ab1c714d8d9d9da846a4c316f5e047754a229d,No,"Will Ethereum dip to $1,250 by December 31, 2026?",0.815,2,1,250.0,CLOSED,2026-09-02,0.905,sharps_left,0.1104,0.915,2026-09-02
2026-08-07,0xaac5fa1525ed58f10a19671bfbb74a4671933a4ca8c7c807c59812804f092fd5,Alina Korneeva,National Bank Open: Iva Jovic vs Alina Korneeva,0.4125,2,1,83.68,CLOSED,2026-08-08,1.0,resolved_win,1.4242,1.0,2026-08-08
2026-08-07,0x362b66a3de0b59ecf6a61da0e1ec123e7dcc08628c125b8d13f3981b50064fbb,Adrian Andreev,Plovdiv 2: Adrian Andreev vs Petr Nesterov,0.405,3,1,82.64,CLOSED,2026-08-08,0.0,resolved_loss,-1.0,0.0,2026-08-08
2026-08-07,0x876506d8b2bd7a0d3fa4fe18c024eee6e1dd81ee24c26795dadd6cfe4a7b5d0d,Yes,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0.345,2,1,75.19,CLOSED,2026-08-11,0.375,sharps_left,0.087,0.385,2026-08-11
2026-08-07,0xed7a65f4096c5b4c45a854562ac259d8e42ef5094ef4ee833867d57b2df67238,No,Iran charges Hormuz fees by December 31?,0.48,2,1,94.34,CLOSED,2026-08-16,0.505,sharps_left,0.0521,0.515,2026-08-16
2026-08-07,0x8b2d3edd0500a52b39676e1d59a0da5ac145f4e03e97b0d0412da13ca0e70c2a,No,Will Israel annex any territory by December 31?,0.8975,2,1,250.0,CLOSED,2026-08-16,0.89,sharps_left,-0.0084,0.9,2026-08-16
2026-08-07,0x26a6c7e4a905dfc13f23c44a8e41d0b96ad60569ef49869c46c237dfd8f3c003,Yes,Will Darline Graham Nordone be the new republican nominee for Senate in South Carolina?,0.4838,2,1,95.02,CLOSED,2026-08-26,1.0,resolved_win,1.067,1.0,2026-08-26
2026-08-07,0xfee11055c350d06a6165f39cee89aed0614bfb8dc121cafe6ac1a9a56ce60592,Yes,Will the total domestic gross for Spider-Man: Brand New Day be between 800m and 900m by August 31?,0.3375,2,1,74.35,CLOSED,2026-08-29,1.0,resolved_win,1.963,0.9865,2026-08-29
2026-08-07,0x2167ab5c0d163f85195ccea4d11734e4ba53913c838c6720fb815794128c68f2,Yes,China x Philippines military clash before 2027?,0.305,2,1,70.92,CLOSED,2026-08-16,0.325,sharps_left,0.0656,0.335,2026-08-16
2026-08-07,0x780b6fca63638b937e141d49935ad34234c4a170d61948eadf48bf7dabdec232,Yes,"Will the United States send warships through the Strait of Hormuz by August 31, 2026?",0.16,2,1,58.82,CLOSED,2026-08-16,0.035,sharps_left,-0.7812,0.045,2026-08-16
2026-08-07,0xa08a5ce99e14ce0b22767af6f16c08a2ab012249444c20887193a9a3e98e11fc,No,Strait of Hormuz traffic returns to normal by September 30?,0.735,2,1,181.82,OPEN,,,,,0.9775,2026-09-04
2026-08-07,0xf1568f444e1e341e3aceb0e975cb1f88da832301ae54a4fa8e85138072265b7e,Yes,Iran-Oman Hormuz Agreement by August 15?,0.755,2,1,196.08,CLOSED,2026-08-08,0.7,sharps_left,-0.0728,0.71,2026-08-08
2026-08-07,0x48d47eede033257e77d676631e6f805d5e1848c0567589030a3a76a862fa1e47,No,Gianni Infantino out as FIFA President by December 31?,0.795,4,1,232.56,CLOSED,2026-09-02,0.855,sharps_left,0.0755,0.865,2026-09-02
2026-08-07,0x80b3af88cb991980e8da1ce86b9794a0957f96ec98c29319dd7ba65e9744d82b,Yes,Fed rate hike in 2026?,0.565,2,1,112.36,CLOSED,2026-08-16,0.455,sharps_left,-0.1947,0.465,2026-08-16
2026-08-07,0x1c38a64c494e01c9bd81362cfadeadb3b87023d1d9ffae1df5a428c03152fc74,Yes,Iran-Oman Hormuz Agreement by August 31?,0.885,2,1,250.0,CLOSED,2026-08-08,0.845,sharps_left,-0.0452,0.855,2026-08-08
2026-08-07,0x5c2f3ac4fe84f1a399f9f1e05de8e5cf1a5e80e2de32e92c084253972a3e7e67,No,"Will Solana dip to $40 by December 31, 2026?",0.86,2,1,250.0,CLOSED,2026-09-04,0.92,sharps_left,0.0698,0.93,2026-09-04
2026-08-07,0x094772b3529f455e881a4483eaf1c24266384f55e97c23f24f638f5726ba9920,No,Iran leadership change by September 30?,0.895,4,1,250.0,CLOSED,2026-09-01,0.9655,sharps_left,0.0788,0.9755,2026-09-01
2026-08-07,0x3dbbbe0f8e69b1aee0092e1eca397b24c954c00ecc54995035a8683201ad26aa,Yes,Will Ronaldo Caiado finish in third place in the first round of the 2026 Brazilian presidential election?,0.345,2,1,75.19,CLOSED,2026-09-01,0.18,sharps_left,-0.4783,0.19,2026-09-01
2026-08-07,0x8c773ddca5739e30a49cd8aa214a2f7e99b96784b7155a1997f4fe0d9586c11d,No,Will WTI Crude Oil (WTI) hit (HIGH) $95 in August?,0.845,2,1,250.0,CLOSED,2026-08-26,1.0,resolved_win,0.1834,0.987,2026-08-26
2026-08-07,0x5377b12dd060efd8e3597620f120648f1bf99452a95eb70374b128d9ca133227,Yes,Will Luiz Inácio Lula da Silva win the first round of the 2026 Brazilian presidential election by 5–10%?,0.405,2,1,82.64,CLOSED,2026-09-01,0.41,sharps_left,0.0123,0.42,2026-09-01
2026-08-07,0x5d5b8feb963ddcc0f4688f7ac0c0d375f99945b7a07155d60cd1a306c6b3054b,Yes,Will Luiz Inácio Lula da Silva win the first round of the 2026 Brazilian presidential election by less than 5%?,0.185,2,1,60.61,CLOSED,2026-09-01,0.37,sharps_left,1.0,0.38,2026-09-01
2026-08-07,0xf9eb9af27f46431e719ebcd980e236b774f7b0ea5f661ed6f88d9b7925fdf6e7,No,Will WTI Crude Oil (WTI) hit (HIGH) $100 in August?,0.91,3,1,250.0,CLOSED,2026-08-26,1.0,resolved_win,0.0989,0.9935,2026-08-26
